1.txt roommates 3643 False AH1|BF1|IH5|EA4|FI5|FA1|IB4|CH1|GF5|AI5|BE5|FH3|BI2|AE1|GH2|FE1|GI3|AG1|GA2|GB1|FG4|DI5|GD4|DH2|BH3|HI3|AB2|HA5|DB1|CG1|DE3|IC4|GE5|AF5|HC5|CI4|DA2|FB4|BG4|HG2|IA3|CF5|FC2|ID5|AD4|EG5|DC5|HF3|CD4|EB3|IE3|DG5|ED3|BA5 HD2|DF3|FD2|FC5|BD1|IF5|CI5|GD5|HB3|GC1|EI3|GF4|IG3 False
108.txt roommates 1843 False BF1|HE1|DF3|CA5|BG3|GB5|AB3|CB3|HG4|GD5|DC1|EG4|BC5|DB5|HF5|DG1|IH1|EI1|IE5|FD5|FE4|FG1|AG4|IG5|GF1|FA3|AD5|DE3|BD5|FH5|CD2|ED3|HC5|BA3|AF2|GH1|DA5|BH2|HA1|EF1|IF2|CH5|EH1|AC5|GE1|FB3|HB5 FI2|DB3|HI1|GE5|GI5 False
109.txt roommates 253 False [empty] [empty] True
11.txt roommates 4623 False HG1|GB5|AB3|FI5|BC2|EB2|IB3|DG4|CE5|IC5|FD2|HC3|FB2|IG2|AE4|HB4|FG1|CA1|DF2|BF3|BG5|GF1|HA2|FA3|FC3|CH3|DB4|FH2|AC3|CD5|FE3|AH5|CI1|AG3|HE5|GI5|EA5|BH2|CB4|CF5|ID5|EH4|DC2|EG5|BE3|BI3|DI5 AF3|BD4|IG5|GD4|HF2 False
110.txt roommates 1505 False [empty] [empty] True
111.txt roommates 1866 False HC4|FI2|HA3|AI5|GC3|HD4|AG4|GA2|FG4|DH5|GB1|GD4|GF1|HF1|AF5|IG1|GE5|HB3|GH1|GI2|HE5|IA3|HG5|HI2|FA2|IF5|DG5 [empty] True
112.txt roommates 2656 False IC2|CE5|BI2|GD2|AG1|CI5|EC1|FA1|AF5|DG1|BE1 [empty] True
113.txt roommates 1214 False GH3|BF1|HC4|GI4|AH4|FE2|BH1|HE4|EA1|CB3|EC1|FC1|CH1|BE2|AI5|IC2|DI1|CE5|AC1|EI1|CI2|HD4|FG1|CA1|IA1|GB4|FI1|GA5|FA3|IF3|AD5|ID3|CG4|EF5|DE3|EH5|GC2|ED1|FH5|EB1|IE1|HF4|IB2|DA2|BA3|FB4|IG4|AG3|DF1|FD4|BG4|DH1|HI2|HB5|HG5|CF2|AB4|GD3|DB3|GF3|EG2|BC3|HA4|DC5|BD4|BI3|CD4|GE4|DG5|AF1|AE2|IH2 GH5 True
114.txt roommates 20 False [empty] [empty] True
115.txt roommates 876 False IC2|BF1|EH5|EC5|CE5|DA3|CA5|ID5|AD4|BG3|AC3|CI5|DI3|HC5|HE2|AI5|IA3|CH3 [empty] True
116.txt roommates 3601 False GI4|GB5|IA2|HG4|DC4|FB5|IE5|IH4|BG2|BF3|DH5|FH5|HF4|BI4|IB5|DA5|HD3|AB1|HB5|CF2|AD4|FC5|GC4|CD4|IC3|IG3|BA5 [empty] True
117.txt roommates 921 False FG2|IA5|ID4|GD5|GF5|DE4|EB2|CE2|DG4|IC2|EC3|HA5|DB1|BE4|DC3|AI4|BD5|IB5|CI4|AH5|IH3|FD4|DF4|CB1|HI5|BC3|DI5|CD1|ED3 GF2 True
118.txt roommates 3228 False GH3|AG5|CI3|IH5|FG5|GA3|EC1|FA1|IB4|CF4|BE2|CE2|AC1|IC5|HE3|GB4|IA1|CA4|HA5|EF5|FC3|EH5|IE1|CD5|ED3|AF5|IG1|FB1|BA5|DF1|EA2|AH2|BG1|BF5|BH5|AD1|AB4|ID5|GF3|DC2|IF5|AI3|HF3|DE5|BI3|EB3|DI5|DA1|HB2|GE1 FG3|HI5|GF5|FB5 False
119.txt roommates 2068 False [empty] [empty] True
12.txt roommates 1333 False FE5|GH3|EF3|DB5|IH4|CA4|DF5|DE3|ED4|FD1|IG4|GI2|HG2|CB4|HI5|AB4|BD1|BC3|BA5 [empty] True
120.txt roommates 3064 False AG5|HE1|EI5|GD2|AC5|BE5|BI5|GH5|CA1|EA3|FG4|DF5|GF4|EH2|DG3|EB1|IE1|AH5|HC2|GA1|FD4|HG5|CH5|HA4|IB4|AE5 [empty] True
121.txt roommates 1308 False GI4|AH4|HE4|DH3|AB3|IF1|CF4|GF5|CG5|DG1|CE2|AC4|AF4|IE5|HD4|EI4|FE4|CA1|EA3|IA4|FI1|GD4|EF5|DB4|DC3|AI4|CD5|GE5|CI4|IG4|DA5|DF1|FD4|HB5|EC5|ID2|BH5|HA1|FC2|EG2|BD4|GC1|IC3|DI2|AE2|BA5 FG5 False
122.txt roommates 2985 False FI2|BG3|HI1|AD3|IF4|BC5|DI1|AE1|AG1|GA5|AB2|ID3|IB5|IE4|IG4|CI1|EI3|CA3|GI5|EA5|BD1|IC3|BA5 [empty] True
123.txt roommates 3027 False GI4|HD5|FG5|FI2|IA2|BC2|DC4|AI5|DI1|BA4|AE1|IG5|DH5|AB5|FA3|GF4|EB4|AC3|HC5|AF2|CA3|GA4|CB4|EA5|ID5|IF2|CH5|IB1|CD1|AG2 BE4 True
124.txt roommates 3324 False FE2|IA2|IF1|CF1|EI1|GH5|BG5|FI1|AB2|GD1|EC3|ID3|FC3|CG1|AI4|CE4|HG5|BH5|AD1|EF4|DC2|CD4|GC1|IE3|DG5|DI2|DA4|BA5 [empty] True
125.txt roommates 4729 False HD2|HE1|GB2|FG2|HG1|BH4|FI5|EC4|HI1|GD5|FA4|GF5|CH1|BC5|EB5|CE5|DI4|IH1|HC3|AE4|GH5|HB4|BG5|GA5|ID3|BE4|BD5|DG3|AF5|IA3|CB4|DH1|CF2|DB3|IF5|EH1|AI3|AC2|AG2 [empty] True
126.txt roommates 5949 False EG4 [empty] True
127.txt roommates 2928 False EI2|AG5|GI4|CA2|FI2|AB3|EC4|CB3|CF1|BC2|FC4|AI5|DG4|AC1|BI2|IC5|CI2|GH5|DH5|IA4|BE4|DA1|EB4|IE1|GE5|BA3|IG4|HE5|HD3|BF2|GA4|BG1|HG5|BH2|EA5|AD1|ID5|FA2|EH4|BD1|EG2|IF5|DC5|DE2|CD4|AE2|DI2|AF1|FB3 [empty] True
128.txt roommates 3758 False AH4|EA4|HI4|FA1|DC1|CH1|DE1|AI5|DB5|DG1|CE2|IC5|BI5|HB1|EI4|HE3|FE4|GB4|IA1|BG5|DI2|ED1|CD2|HF4|GE5|AF2|BA3|FD1|IG4|HD3|HG2|CA3|DF1|DH1|EC2|AD1|CF5|FC2|EF1|HA1|EG2|EH1|FH1|EB3|IB4|AE2|AC2|HC1|DA4|IH2 [empty] True
129.txt roommates 3493 False GD5|CF4|CH1|FC4|FH3|BA4|AG4|AB5|GA5|AD2|CE1|IE4|EI3|BG1|GB3|HI5|ID5|BD4|HF3|DE5|DI5|ED3|HC1 [empty] True
13.txt roommates 450 False DA3|BI5|AI4|FD2|AB3|IA4|FA3|DF4|IB3|BA5 [empty] True
130.txt roommates 820 False GH3|GI4|EI5|CA5|FI2|BH4|AB3|IA5|IF4|CG5|HF2|BE5|CE2|DI1|FB5|FD5|HE3|GB4|GA2|EA3|DH5|GF1|FA3|CF3|EG3|EH5|IC1|FH5|EB4|GC5|IB2|IE4|IG1|AF2|CI4|AH5|IH3|HD3|HG2|BF2|GE4|DF4|CB1|HI5|GD3|HA1|CH2|AD4|ID5|AI3|CD1|DG5|AC2|AE5|DA4|HB5 EI4|EC2 False
131.txt roommates 938 False AH1|GB5|IA5|ID4|FA4|AI5|DB5|BE5|ED5|FB5|IH1|HD4|BG5|BF3|GD1|AD2|EH5|EB4|IB2|GE2|HC2|HE5|AB1|DH4|BD1|CH5|HA4|EG2|DE5|DI5|DG5|AF1 [empty] True
132.txt roommates 2174 False FE5|HC4|CI3|CA5|HG1|GB5|BH4|EF3|DC4|HF2|AC1|IC5|DA3|GH5|FD5|HD1|IG5|DF2|BG5|GD1|CH3|DE3|DG3|BD5|ED1|IB5|HE5|AH2|IA3|HI5|HA1|DB3|AI3|HB5 [empty] True
133.txt roommates 1605 False BH4|AB3|IA5|IF4|DB5|DI4|AF3|FD5|GB1|BE1|AC3|IB5|FB1|DA5|AH2|BF5|GD3|CF5|AD4|FC5|EB3|GC1|CD1|DG5|HB5 [empty] True
134.txt roommates 2080 False FE5|DB4|IH5|HD5|DI4|HE4|BD5|ID5|EH4|HA4|HF1|BI4|IB5|HC5|CG5 FH1|EF5 False
135.txt roommates 413 False AG2|GD3|DG5|AD4|GA3|HG3|DH5|GH1|HD3|DA4 [empty] True
136.txt roommates 380 False HD5|BD5|EB4|GB5|BH4|HB4|DE5|BE1|EG4|GE4|BG4|HG5 DI5 False
137.txt roommates 401 False CH4|DG1|EB5|DI4|IH1|AE1|HB1|CI5|IG5|IA1|GA2|AB5|HI3|IF3|HA5|DB4|DE3|ED1|IB2|IE4|HC5|BA3|AH5|EA5|GD3|ID5|AD4|BD4|EG5|IC3|DA4 GE5|BE5|GI5 False
138.txt roommates 846 False BH5|BF4|HA1|DI4|GB5|AB3|FA1|BE3|GE5|AF5|GF5|DG2|AH5|BC5|BG4|BA5 [empty] True
139.txt roommates 2287 False GH3|DF3|GA3|ID1|CB3|HA3|EG4|DC4|FC4|DB5|DG4|IH4|FE1|EI4|CI5|IA1|FI1|GF1|EF2|CG4|BC4|EH5|BE4|IC1|EB1|IB5|BA3|AH5|DA5|BF5|GB3|HB5|DH4|HI5|FA5|AB4|BH5|CH5|AI3|GC4|CD4|IE3|GE4|AE2|FB3|AF4 IH5|CF4 False
14.txt roommates 2225 False HD2|BF1|HE1|FE2|CI3|CA5|BG3|IA2|AB3|EC1|ID4|CF1|GF2|HA3|DC1|CH1|CG5|BC5|HF5|AI2|IE2|BI5|IH1|EI1|AE1|DA3|BA4|FD5|HB4|IG5|DF2|EA3|DH5|GA5|GD1|DB1|AD2|FC3|DE3|BE4|EB4|IC4|IB2|ED4|DI3|CE1|GH4|HC5|AF2|AG3|GI5|GB3|HI2|HG5|CB1|FA5|EF1|IF5|EG5|FH1|GC4|AC5|DG5|GE1|FB3 FG2|BH4|BD1|BF3|CD1 True
140.txt roommates 2374 False AG5|CI3|CA5|BG3|FI5|AD3|EF3|CF4|DE1|CD3|IC5|GE3|ED5|FD2|IE5|FE1|HG3|CE3|AB5|DH2|EH5|HF1|HC5|HE2|GH1|DA5|HD3|IA3|GA4|DF4|CB4|GB3|ID2|CH2|AI3|EG5|DC5|FH1|DI5|BA2 HE5|IF5|EI5|EC3 False
141.txt roommates 2541 False HC4|AG5|IH5|HE4|FG2|GD2|EC1|ID4|DE1|BC5|DG1|GC3|CE5|DA3|AC4|GI3|HD4|GH5|BG2|IG5|CA1|GB1|CB5|HI3|HA2|AD5|DB1|FC3|FH2|ED4|BA3|HB3|GA1|AH2|HG2|IA3|DF4|EA5|BF5|BH2|CF2|DH4|AB4|FA2|BD1|EG5|IB1|EB3|CD1|IC3|FB3|AE5 CH4|CG3 True
142.txt roommates 2882 False CB1|CA2|CH3|HA1|HF4|CI2|IF5|ID4|IB4|IA1|CD5|HB5|CE3|CF4|IG4|IE3|IC3|IH2 CG1|HG2 False
143.txt roommates 7979 False CA2|EI5|GB2|HG1|FG2|EC4|AB3|GA3|FA1|AD3|CF4|CH1|DC4|BC5|FC4|AI2|BI2|ED2|CD3|IH1|FB5|GE3|IE5|GI3|GH5|AH3|AG1|CB2|DI5|EA3|AF1|BD5|IB5|DA2|HC2|HE5|BF2|BH2|FI3|HI5|GD3|ID5|DB3|GF3|HA4|CG3|IF5|EH1|DE2|GC1|CE3|DG5|AC2|BA2|AE2|HB5 [empty] True
144.txt roommates 492 False [empty] [empty] True
145.txt roommates 2541 False FD3|DF3|HI4|BC5|FC4|DB2|EB5|IH1|CI2|HD4|DH5|CB5|FI4|IF3|BE4|BD5|GH4|EA5|HG5|GD3|CF5|DG2|IC3|BA2 [empty] True
146.txt roommates 4144 False FD3|FE2|AH4|FG5|HG1|IA2|ID1|GB5|CH1|IC2|CI5|CA1|CB2|FI1|HI3|IF3|GF4|HA5|CG4|FC3|CF3|EH5|FH2|HF4|CE1|BI4|IE4|FB1|AE3|HC2|IG4|IH3|HD3|HE5|EA2|BG4|GI5|BF5|DF4|FA2|DC5|IB1|CD1|DI2|HB2 GF5 False
147.txt roommates 4883 False DG4|FD2|DB3|BH4|AE4|GI3|IC3|BD4|GD5|CI4|BG4|BE5 AH4|AF5|AB5|AC5|AD5 False
148.txt roommates 9046 False GH3|FD3|CA2|EI5|EA1|EC4|HI4|AB3|IF1|GF2|HA3|FC1|DC4|DB2|BC5|DG1|CD3|AC4|GE3|AE1|FB5|HC3|FE1|HD4|IE2|HE3|GA2|FG4|DH5|HG3|DF5|GD4|EF5|BE1|AI1|FH2|HF1|EB4|ED1|IC4|DI3|GC5|CE4|BA5|AH5|DA5|IH3|GI2|AG3|BF2|IA3|BG4|GB3|CI1|FI3|CB1|FA5|CF5|ID5|AD4|EH4|CH5|CG3|EG5|BD4|DE5|IB4|AF1|IG3|HB5 EI2|HE1|HD5|HE4|BG3|CB3|GD5|CF1|DE1|CG5|HF2|DB5|ED5|IG2|FD5|AH3|FI1|GA5|AB5|GD1|AD5|IF3|GF4|CH3|BC1|BE4|BD2|IE1|BI4|IB5|AF5|HB3|CI4|BF5|BH5|DB3|AI3|CD4|AG2 True
149.txt roommates 1136 False AI1|GD3|BD5|DB3|IE5|GB5|HC3|IA5|HF3|CH4|BG5|CF4|DG2|FC4|FH3|EA5 AE4|EI5 False
15.txt roommates 9531 False FE5|CI3|BH1|EA1|DH3|FI5|HG4|CB3|EF3|GF5|BD3|CG5|HF2|DC4|GE1|EG4|DG4|EB5|BI2|ED2|DI4|IH4|GH5|HD4|AG1|FG1|BF3|CA4|GB1|DF5|GA5|HI3|EC3|GD4|ID3|DB1|HA5|EH5|IC1|GC2|CD2|IE1|IB5|AE3|IG4|AH5|HE5|BG4|FD4|HB5|AB4|CF5|AD4|FC5|BC3|DE2|BE3|AC5|DA1|BA2|FB3|HC1|GI1 AG5|HF1|BI5|EI1|IF5|FE3|FC4|HG5 False
150.txt roommates 3407 False AH1|BF1|DF3|GB2|EA1|BH4|EC4|CB3|IA5|AD3|BC2|IF4|DC4|DE1|DB2|AI5|EB2|DG4|IC2|BI2|IE2|IH1|FB5|FE1|AG1|HB4|CI5|GA2|HG3|CE3|GD4|AF1|GF1|FI4|FA3|DI2|HA5|EF5|FC3|CG1|BD2|HF1|GC2|AC3|GE5|AE3|GH1|HC2|IG4|HE5|HD3|FD1|CA3|BG1|FG3|CF2|DH4|ID2|AB4|CH2|EH1|EG5|BE3|FH1|IB4|DA1|BA2 EI2|GI4|EF1|ED1|HI1|BG2|FG1|BE2 False
151.txt roommates 4694 False AH1|BF1|FD3|GB2|EI5|AB3|GD2|HG4|HI1|CF1|DC1|CG5|FC4|HF2|DB5|GC3|DI1|EB5|CD3|AC4|BA4|AF4|HC3|BI2|IG2|DH5|EG3|AD2|BE1|EH2|BC1|DE3|BD2|DG3|IE4|GH4|HE5|HD3|BG4|CA3|DF4|CB4|GI1|BH5|FA5|IH2|ID5|CH5|FH1|GE4|DA1|ED3|HB5 HD5 True
152.txt roommates 1818 False AH4|FG5|GB5|DH3|GF2|DC4|IC5|HC3|FB2|FE4|HD1|BG5|CB5|HI3|AD5|HA5|EF5|BC1|DB4|IB5|GH4|DA2|HB3|CI1|HG2|DF4|BF5|EG5|BI3|GE4 [empty] True
153.txt roommates 5618 False GH3|FE2|BH1|BG3|HG1|CB3|GF2|DC4|BC5|IB3|AC1|CD3|DH2|AD5|EF5|DE3|ED4|CE4|IG4|DA5|IH3|BF2|FG3|HI2|CF2|AG2 [empty] True
154.txt roommates 501 False EI5|EB4|DA5|AH3|CE4|GE5|CG5|DF5|AI5|GA4 [empty] True
155.txt roommates 71 False [empty] [empty] True
156.txt roommates 4601 False AH4|BF4|GB5|BC2|CG5|BI5|FB5|BH3|HA5|DB4|BE4|BA3|BG1|GA4|CB4|FC5|BD4|GC4|DI5|DA4 CF5 False
157.txt roommates 10087 False DI1|BE4|AD5|BA4|BD5|BH4|FI5|AE4|BC3|BI4|DF2|BF3|BG5|AI5|IF3|DA4 [empty] True
158.txt roommates 6052 False FE5|GF5|AI5|AC4|ED5|CI5|AG4|AB5|EF2|CE1|CD5|AE3|AH5|DH1|AD1|EG5|DC5|DE5|AF4 EC1 False
159.txt roommates 1352 False FE5|HC4|AG5|CA2|IH5|BF4|BH1|BG3|ID1|FI5|IA5|GD5|CG2|CF4|GF5|FC1|EH3|HF2|DB5|DG1|CE2|AC1|BA4|FB2|AH3|FD5|HD4|HB4|GH5|GB4|IG5|CB2|AB5|GA5|HI3|EF2|IF3|HA2|BC4|BE1|CH3|DC3|AI1|IC1|EB4|ED1|CD2|GC2|IE1|BI4|IB5|AF5|DA2|CI4|HE2|GI2|DF1|EI3|FG3|HG2|EA5|DH1|EC5|FA2|AD4|EG2|BD4|DE2|FH1|DI5|GE4|AE5 [empty] True
16.txt roommates 8643 False HD2|AH4|GB2|HE4|FG2|ID1|FI5|CH4|BC2|AI5|IC2|DI1|IE2|IH1|IG2|BG5|IA4|DF5|DH2|HI3|EF2|HA2|BH3|AB2|CG4|AD2|BE1|DB1|DE3|BD2|DG3|IB2|ED4|CE4|GE5|FE3|CI1|AG3|FD4|CA3|HG2|BF5|EC2|CB1|BA2|FC2|FA2|IF2|GF3|EG2|EH4|DC2|HB2|HF3|FH1|GC4|BI3|CD1|AE2|AC2|AF1|FB3|DA4 EI2|HI1 False
160.txt roommates 4582 False AH1|HE1|IH5|HD5|GB2|FG5|EI5|HG1|DH3|EA1|GD2|BH1|ID4|HA3|EG1|GF5|HF2|DE4|FH3|CE2|CD3|IE2|BI5|AE1|HC3|FE4|BG2|CA1|IA4|GA5|EC3|FI4|AD2|EH2|BC4|DB1|BE4|IC1|ED1|EB1|DI3|FB1|HB3|GH1|CI1|GI2|FD4|BF2|DF4|CB4|HI2|CF2|BA2|EF4|FC2|CH2|DC2|CG3|IF5|BD4|AI3|GC4|IB1|DG2|AC5|DA1|AF1|IG3|GE1 EI2|AG5|HI5|GI3|FI5|EH1|ED4|CE3|AB2 False
161.txt roommates 4466 False HD2|GH3|FE2|DF3|BF4|CA5|HI4|ID1|EC1|CF1|AD3|IF1|CH1|CG5|BE5|ED2|GE3|FD2|IE5|HC3|EI4|HE3|BG2|IA1|GB4|GA2|DH5|AB2|FI4|GD1|GF4|EG3|EF2|FC3|EH2|AI4|BD5|BI1|IC1|EB1|GC5|DI3|CD5|IB2|AC3|FB1|BA5|DA2|AF2|AH2|FG3|HG2|EA5|BH2|CB4|GI1|IH2|FA5|HA1|DB3|DC2|BC3|AE5|DE2|HF3|FH1|DG2|IG3|AG2|HB5 CE1|CI1 True
162.txt roommates 3849 False GH3|HD2|CA2|FD3|BH4|IA5|CF1|DB2|BE5|IB3|CD3|HB1|FE1|IG5|GA2|DA4|FG4|DH5|AB5|DF5|GD4|EC3|GF1|HA2|EF5|EH2|BC1|FH5|HF4|EB1|IE4|CE4|AE3|HC5|AH5|HE5|BG4|GI5|GB3|EA5|CB1|HI5|AD1|FA2|DC2|CG3|AI3|BD4|EG5|BI3|GC1|AC5|DG5|AF1|AG2|BA5 CG1|EH5|ED2|IH5|CH5|EI4|FA1|FG1 False
163.txt roommates 3266 False FE5|EI2|AH1|GI4|CA5|FI5|AD3|FA4|CH1|AC5|CD3|ED5|FB5|HD4|FD5|GB4|DF2|DH5|IA4|HA2|IF3|ID3|AI1|BD5|HF4|GE5|GH4|AE3|IG4|IE3|BF2|GA4|HG5|BH2|CB4|HI5|AB4|BC3|DE5|DI5|DG5|HB2|HC1|AG2|AF4 BF5|GF1 True
164.txt roommates 1988 False GI4|EA4|HE4|DH3|AB3|BH4|EC1|CF1|DC1|DE4|IB3|EB5|AC4|IE2|FB5|FE1|AE4|FD5|HB4|HD4|CI5|CA1|BG5|CB2|GB1|GD4|AD5|EG3|BC4|CG4|DB4|IC1|FH5|GC5|ED4|CE4|GE5|IG4|BF2|EI3|GA4|FG3|FI3|EF4|IF2|FC5|BD4|HF3|BE3|BI3|DA4 GF3|EI2 False
165.txt roommates 4734 False GH3|FD3|EI5|EA4|GB2|EC4|BH4|GD2|ID4|GF2|EG1|FA4|BE2|AI5|DI1|BI5|AF4|IH1|HB1|FB2|HE3|HD1|IG5|GA2|DF2|FG4|DH5|HG3|DB4|HF1|BD5|GC2|IC3|IE4|GE5|FE3|DA5|BG4|BF2|IA3|GI5|HI5|FC5|CH5|BC3|IF5|HA4|DC5|FH1|DE5|IB4|DG5|ED3|HC1|BA5 FI5 False
166.txt roommates 2000 False FE5|ED2|DF3|FC2|IF2|FD4|GF2|EF3|FG4|CI4|CF4|GC1|CG5|FI1|IC3|DE5|IG3 [empty] True
167.txt roommates 1359 False IA3|ID3|IG3 [empty] True
168.txt roommates 1765 False HC4|AH4|DF3|HE4|FG2|EA1|HI1|ID4|IA5|DC1|BC2|FC1|IC5|FE1|AE4|BG5|CB5|CF3|HA5|DE3|DB4|FH2|BI4|IB5|IG4|FD1|GB3|EF4|FA2|EH4|CH5|IF5|GC4|CD4|DI5|ED3|DA4 GE5|FD3|GI4 True
169.txt roommates 2942 False HD2|AG5|FE2|DF3|BF4|FG5|EI5|FI2|GA3|HI4|AD3|GD5|CH4|FA4|EF3|GF5|AI2|DG1|EB5|CE5|CD3|DI1|IE2|DA3|HC3|FD5|HE3|BG2|DH2|CB5|IF3|HA5|DE3|BE4|FH2|GC2|HF4|IC4|BI4|AF5|GE5|GH4|BA3|AH5|HG2|CA3|GI5|CF2|AB4|FC2|DC2|EG2|IB4|AC2|IG3 CG2 True
17.txt roommates 5421 False FE5|HE1|CA2|HD5|GB5|AB3|GA3|HI4|GD5|FA4|IF4|DC4|BE5|DG1|GE3|IH1|IG2|FG1|IA1|DH5|CB5|CF3|DI2|ID3|CH3|FH2|HF1|CD2|IC4|IE1|CE4|HC5|HB3|FB4|GH1|CI4|GI2|DF1|FD4|HG2|FI3|FC2|HA1|DB3|GF3|CG3|DE2|GC4|EB3|IB4|DA1|BA5 CH5 True
170.txt roommates 3004 False HD2|HC4|AH4|GB2|FI2|EA1|HG4|AD3|IB4|BC2|EF3|GF5|CG5|EH3|AI5|BA1|AE1|IE5|HB1|FD5|IG5|CA1|AB5|GA5|CB5|GD4|HA2|DB1|DE3|BE4|HF1|DG3|IC1|ED4|BI4|FB1|GH1|FE3|CI1|GI2|DF1|HE5|IA3|DA5|HI2|DH4|EC5|BH5|CF5|FC2|ID5|FA2|BD1|GC1|AC5|CD1|EB3|DI2|AG2|IH2 BF1|FG5|CA5|EI5|FI5|CH4|DC1|BC5|DE4|DG4|AC1|CE5|HD4|IG2|BG2|CB2|DF5|DH2|CD2|AF2|AH2|AB1|IF2|FH1|IE3|ED3|BA5 False
171.txt roommates 2071 False AH1|BF1|CA5|ID1|FI5|CB3|AD3|BC2|FC1|AI5|IC2|AC1|IG2|AG1|DF2|EA3|HI3|CG1|BI1|CE1|IE1|AE3|DA2|BA3|AF2|CI1|IH3|IA3|GI5|AB1|CF2|GF3|CH5|IB1|CD4|DI2 BE4|ID2|HA1|CI2|IF5|CF1|EF3|DG5|HF5|CE2 True
172.txt roommates 976 False HE1|CA2|EA4|CB3|ID4|BC5|AI5|HF5|EB5|CE5|IC5|IE5|IH4|EI4|GB4|IA4|AB2|CH3|BD2|BI1|AC3|IG1|FE3|BG1|GI5|EC2|BH2|GD3|EF4|DB3|EH4|EG2|IF2|HB2|FH1|IB1|DG5|ED3|BA5 CI5 True
173.txt roommates 8457 False DF3|EI5|DH3|EC4|HI4|CB3|IA5|FA1|CF1|IB4|HA3|CG2|HG4|GF5|BE2|DE4|HF5|AI2|EB5|IE5|FE1|GH5|AE4|HE3|CI2|IG5|AG4|CA1|HB4|BF3|EA3|BH3|FI4|AD5|GD1|EG3|FC3|EH2|BC1|DB4|BD5|GC2|BI1|IC4|DI3|ED4|GE2|CE1|AF2|FB4|AH5|HC2|DA5|BG4|FG3|FD4|HD3|GI5|GB3|GA4|AB4|EF4|ID5|CH5|IF5|DC5|FH4|AC5|CD1|DG5|BA2|IH2 FG5|GE3|FH5|GF3|HI2 True
